duration,ci.lower,estimate,ci.upper,target
-7.5,0.016627259830254894,0.14219865946870403,0.6108867160120195,wrong.associations
-7.308080808080808,0.016492525417838147,0.13964958780025993,0.6005254267922936,wrong.associations
-7.116161616161616,0.016463229252222645,0.13681358510623537,0.5902522677324851,wrong.associations
-6.924242424242424,0.016221894152441286,0.1341312664860395,0.5806290825932227,wrong.associations
-6.732323232323233,0.016152692208534283,0.13108289941949197,0.5711313460111657,wrong.associations
-6.540404040404041,0.01599118802949742,0.12837706045886055,0.5612798002828957,wrong.associations
-6.348484848484849,0.015881635759351625,0.12570744800224642,0.5518267029605648,wrong.associations
-6.156565656565657,0.01576872800448458,0.12319504947208516,0.5421498581557167,wrong.associations
-5.9646464646464645,0.015609282148062339,0.12050816094823433,0.5313624082967598,wrong.associations
-5.772727272727273,0.015514725719490403,0.11792132354438753,0.5221633286726985,wrong.associations
-5.580808080808081,0.015313379767028219,0.11522455294001721,0.5133787508752159,wrong.associations
-5.388888888888889,0.015142851072243599,0.1126287707182376,0.5029901632504532,wrong.associations
-5.196969696969697,0.015089978494919502,0.11028116334321003,0.4942467510924548,wrong.associations
-5.005050505050505,0.014801032086074159,0.10781693323130914,0.48445588329290296,wrong.associations
-4.813131313131313,0.014645965241532744,0.10561077278837044,0.47559615246601095,wrong.associations
-4.621212121212121,0.014485604138915623,0.10350239183107632,0.4656870550103501,wrong.associations
-4.429292929292929,0.01423655844951796,0.10114438623516439,0.4576848871301891,wrong.associations
-4.237373737373737,0.014089238653494337,0.0989774353466833,0.44818227945487743,wrong.associations
-4.045454545454546,0.013855595955971692,0.09691445532598207,0.43856709248431025,wrong.associations
-3.853535353535354,0.013581245592131882,0.09473241097881373,0.4311804423283152,wrong.associations
-3.6616161616161618,0.013378884047696394,0.0928370158384359,0.42149315509882895,wrong.associations
-3.4696969696969697,0.013122990658463566,0.09076089415270087,0.41325436215227784,wrong.associations
-3.2777777777777777,0.01295799107247475,0.088849405354139,0.40598307961702845,wrong.associations
-3.0858585858585865,0.012720661643267246,0.086974357436964,0.398113804836902,wrong.associations
-2.8939393939393945,0.012566631441351516,0.0850312836238239,0.3896316208606316,wrong.associations
-2.7020202020202024,0.012330268593326713,0.08332080184115861,0.3842951515232758,wrong.associations
-2.5101010101010104,0.012129314035172242,0.08149846117628701,0.37774040906802636,wrong.associations
-2.3181818181818183,0.011873860340658977,0.07981360460735873,0.37255966061120294,wrong.associations
-2.1262626262626263,0.011639175310044747,0.07812170844518343,0.36679549377047527,wrong.associations
-1.9343434343434351,0.011406349248608824,0.0763960980670254,0.3609742476772054,wrong.associations
-1.742424242424243,0.011204448168924915,0.07479432989946137,0.35549374769587266,wrong.associations
-1.550505050505051,0.010978889886859997,0.072922054801131,0.34763502349724096,wrong.associations
-1.358585858585859,0.010747313675352322,0.07140789822979418,0.341148026942597,wrong.associations
-1.166666666666667,0.010549076985927119,0.0698246483774713,0.33486571768856,wrong.associations
-0.9747474747474749,0.010266510662795289,0.06834948259800741,0.3302781229964476,wrong.associations
-0.7828282828282829,0.010144373079659201,0.06672938390497657,0.32626436659868846,wrong.associations
-0.5909090909090917,0.00993869013710071,0.06509606546351285,0.32068591189730083,wrong.associations
-0.39898989898989967,0.009648701955836505,0.06356447341957344,0.3152453390973646,wrong.associations
-0.20707070707070763,0.0094437468737424,0.06229609334458455,0.30959035534296253,wrong.associations
-0.015151515151515582,0.0091688266943428,0.06105706388455772,0.30369734094675344,wrong.associations
0.17676767676767646,0.008938172222443351,0.05964142253895589,0.2986238785610875,wrong.associations
0.3686868686868685,0.008640699411444653,0.058359967071341695,0.2944173562993903,wrong.associations
0.5606060606060606,0.008366902140948939,0.05717317952596042,0.28991828902926153,wrong.associations
0.7525252525252526,0.008095083364518203,0.05585034683365281,0.28487982436930226,wrong.associations
0.9444444444444446,0.007823731150201555,0.054491808592991034,0.2816864130196307,wrong.associations
1.136363636363635,0.0076516979726298055,0.053289480240220746,0.2788090202665034,wrong.associations
