duration,ci.lower,estimate,ci.upper,target
-7.5,0.056062548536717896,0.19473431444245265,0.6708612929952443,superfluous.entities
-7.308080808080808,0.05809782311550031,0.19857808237714974,0.6772687783349209,superfluous.entities
-7.116161616161616,0.05988672610013132,0.20249234774235503,0.6807488615979643,superfluous.entities
-6.924242424242424,0.061699138950790565,0.20647396499726575,0.6857288681015695,superfluous.entities
-6.732323232323233,0.06374946165631243,0.21066538444936989,0.6915638122628108,superfluous.entities
-6.540404040404041,0.06590380674649542,0.2143280437399882,0.6985282411805609,superfluous.entities
-6.348484848484849,0.0680110381183416,0.2186782757700626,0.7020962700915842,superfluous.entities
-6.156565656565657,0.06982732997783926,0.2227265769042548,0.7078283518352018,superfluous.entities
-5.9646464646464645,0.07189699720028397,0.22685779190608668,0.7153511162257707,superfluous.entities
-5.772727272727273,0.07419749729563141,0.2312243365037266,0.7225678745378161,superfluous.entities
-5.580808080808081,0.0766189538316771,0.2357572423376023,0.7308855426371654,superfluous.entities
-5.388888888888889,0.07883979951367331,0.23989154479118346,0.7349123320828994,superfluous.entities
-5.196969696969697,0.08122222765181435,0.244313832551955,0.7407775340879704,superfluous.entities
-5.005050505050505,0.08380980095568495,0.24898119719553835,0.7467812919461938,superfluous.entities
-4.813131313131313,0.08617394748407997,0.25398736306283165,0.7546094579546184,superfluous.entities
-4.621212121212121,0.08861539160613065,0.2591155862679785,0.763652111425688,superfluous.entities
-4.429292929292929,0.09099967603418803,0.2637305505477664,0.7681705536058572,superfluous.entities
-4.237373737373737,0.09342875217366209,0.26868678684177505,0.7762277528822518,superfluous.entities
-4.045454545454546,0.09565477646690226,0.2738023569508693,0.7830559429930954,superfluous.entities
-3.853535353535354,0.0981590274049666,0.2794968776917168,0.7908940663067021,superfluous.entities
-3.6616161616161618,0.10115585956177035,0.2850629698530906,0.7999001925581203,superfluous.entities
-3.4696969696969697,0.1037350587273633,0.2905161015410397,0.8080363015245403,superfluous.entities
-3.2777777777777777,0.10611481395956188,0.2958246709745834,0.81591725053475594,superfluous.entities
-3.0858585858585865,0.10913066019796722,0.3017828661096195,0.8242654763275243,superfluous.entities
-2.8939393939393945,0.11207652981622797,0.3078724239318109,0.8342159304189146,superfluous.entities
-2.7020202020202024,0.1152239831283898,0.31392952323710405,0.846458824276713,superfluous.entities
-2.5101010101010104,0.11824536972486362,0.320286053479454,0.8593564966722377,superfluous.entities
-2.3181818181818183,0.1210140562145311,0.32657246180072574,0.870565550102135,superfluous.entities
-2.1262626262626263,0.12386828721721005,0.3329765111206977,0.8813063452299233,superfluous.entities
-1.9343434343434351,0.12729871440434626,0.33907838780324484,0.894289412791691,superfluous.entities
-1.742424242424243,0.12997147495866243,0.3455309547714377,0.9115870578070696,superfluous.entities
-1.550505050505051,0.1328066049561142,0.3520609861707735,0.9252683418456412,superfluous.entities
-1.358585858585859,0.13595971548544392,0.3588567424592528,0.9376052929589032,superfluous.entities
-1.166666666666667,0.1387806169455471,0.36601555441196537,0.9543733499281762,superfluous.entities
-0.9747474747474749,0.14171056184107614,0.3733481349347428,0.9704674656410353,superfluous.entities
-0.7828282828282829,0.14472752895173316,0.3806004992586507,0.9916672601951373,superfluous.entities
-0.5909090909090917,0.14728078567204075,0.3877759159230612,1.0075347664596628,superfluous.entities
-0.39898989898989967,0.1497282653186361,0.3949943900343375,1.0223259334847108,superfluous.entities
-0.20707070707070763,0.15254568669121854,0.4025294668158523,1.038329097306006,superfluous.entities
-0.015151515151515582,0.15541770990994694,0.4100939718913834,1.0560589807090432,superfluous.entities
0.17676767676767646,0.15779202704038886,0.4182713915573748,1.0810131308469517,superfluous.entities
0.3686868686868685,0.16054314075767526,0.4266334279734334,1.0980856990577086,superfluous.entities
0.5606060606060606,0.16299017659380063,0.4350015787739719,1.119310581227135,superfluous.entities
0.7525252525252526,0.1666573760219811,0.4435222085141516,1.14345704517001,superfluous.entities
0.9444444444444446,0.17010566978817873,0.4528993129459069,1.1709559340573437,superfluous.entities
1.136363636363635,0.1731295743553458,0.4621166262285943,1.1970891200683513,superfluous.entities
1.328282828282827,0.17585932047721164,0.47123240575661923,1.2238645246061264,superfluous.entities
1.520202020202019,0.17842509556021244,0.480497179848028,1.2495603858479387,superfluous.entities
1.712121212121211,0.18170436789704517,0.4897913922224192,1.2739259126440787,superfluous.entities
1.904040404040403,0.18492712179911916,0.49925334867797555,1.3021241930771448,superfluous.entities
2.095959595959595,0.18683340213626923,0.510000204129104,1.3344295748405648,superfluous.entities
2.287878787878787,0.1899058172071791,0.5194102255815711,1.3645971436792301,superfluous.entities
2.4797979797979792,0.19285425866072467,0.5292582207187664,1.396903742107896,superfluous.entities
2.6717171717171713,0.1960042341917473,0.5399409073644468,1.4282891114539373,superfluous.entities
2.8636363636363633,0.19848509212426693,0.5499801173077643,1.4609105313802904,superfluous.entities
3.0555555555555554,0.20064543948476884,0.5603555331069143,1.492842764950224,superfluous.entities
3.2474747474747474,0.20273413528979953,0.570903870459843,1.5268163372957324,superfluous.entities
3.4393939393939394,0.20558008083249005,0.5817684770530686,1.572131168968778,superfluous.entities
3.6313131313131297,0.20807219276493583,0.5944142228566218,1.6130923512444397,superfluous.entities
3.8232323232323218,0.2113719789095842,0.6053715466679199,1.654405837873092,superfluous.entities
4.015151515151514,0.2140765042635098,0.6171836292718615,1.699332367212805,superfluous.entities
4.207070707070706,0.21663579173475034,0.6295773882843303,1.7433772834221732,superfluous.entities
4.398989898989898,0.2182371872735089,0.6412709990127076,1.794957374452345,superfluous.entities
4.59090909090909,0.22042021583013827,0.6542435245915892,1.8446859637647381,superfluous.entities
4.782828282828282,0.22356417470751613,0.66714930504431,1.889048145687906,superfluous.entities
4.974747474747474,0.2255479928449694,0.679559307225865,1.939245491160714,superfluous.entities
5.166666666666666,0.22777553193800945,0.691871495449069,1.987935475045483,superfluous.entities
5.358585858585858,0.22966521820906627,0.7046877499426087,2.046010219238509,superfluous.entities
5.55050505050505,0.2321591536500287,0.7186247919352016,2.0956970643350674,superfluous.entities
5.742424242424242,0.23501076012880445,0.7328266467927579,2.144811102553292,superfluous.entities
5.934343434343434,0.2373267264094365,0.7463494646396232,2.211066415464503,superfluous.entities
6.1262626262626245,0.23936231477408937,0.7620014060984129,2.2792035332164726,superfluous.entities
6.318181818181817,0.24263859268431476,0.776998694151394,2.3372575289591966,superfluous.entities
6.510101010101009,0.24554236431006976,0.7918236904978444,2.4039917474731602,superfluous.entities
6.702020202020201,0.24796919224121486,0.8074519522607198,2.476078470079712,superfluous.entities
6.893939393939393,0.25080951039873456,0.8230866863091301,2.5569493570496222,superfluous.entities
7.085858585858585,0.2531992988617921,0.8380437492171873,2.6426292741646007,superfluous.entities
7.277777777777777,0.25480364763240243,0.8536612393861026,2.717089352195085,superfluous.entities
7.469696969696969,0.25761315233393245,0.8702680394425377,2.7947804110068395,superfluous.entities
7.661616161616161,0.2595458957418014,0.8858576495479419,2.8725744507470368,superfluous.entities
7.853535353535353,0.26066797147063,0.9039630170266408,2.960622303733801,superfluous.entities
8.045454545454545,0.26218356083827776,0.9215690215702135,3.0478182777706175,superfluous.entities
8.237373737373737,0.264252000233607,0.9395435039644826,3.149899916783429,superfluous.entities
8.429292929292929,0.2667845215590183,0.9568302323648687,3.238358991962385,superfluous.entities
8.621212121212121,0.26858248622469383,0.9744792227963474,3.35388775965703,superfluous.entities
8.813131313131311,0.27088951885231266,0.9921968487402446,3.477244184164651,superfluous.entities
9.005050505050505,0.2732272138315274,1.011507762165232,3.5759041939498575,superfluous.entities
9.196969696969695,0.27571567289047316,1.030864091158503,3.6941169562726417,superfluous.entities
9.38888888888889,0.2778276486219432,1.0501719168527854,3.8069267161288862,superfluous.entities
9.58080808080808,0.2788860895538658,1.0691015697456194,3.9311762330454165,superfluous.entities
9.77272727272727,0.28128742445270083,1.0908650298769478,4.080875059171058,superfluous.entities
9.964646464646464,0.28195313429805163,1.109844033538126,4.203688102368126,superfluous.entities
10.156565656565654,0.283749484234513,1.1312891849885718,4.338389235144991,superfluous.entities
10.348484848484848,0.2845534827060635,1.151851435175987,4.475992353829379,superfluous.entities
10.540404040404038,0.2860734808962821,1.1743661289642295,4.630284057756536,superfluous.entities
10.732323232323232,0.2889454404546393,1.1989849932410235,4.823678149290714,superfluous.entities
10.924242424242422,0.29110354334487804,1.2229553553648682,5.002463533712891,superfluous.entities
11.116161616161616,0.29172940853091234,1.2470780957882104,5.1704935310922595,superfluous.entities
11.308080808080806,0.2931673364729729,1.2698549164434199,5.34831605732866,superfluous.entities
11.5,0.2938004908750945,1.292846288732508,5.528852723832384,superfluous.entities
